Severity level,Food name,Description,Management,Mechanism,References,drug_id
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1927
2,alcohol,Verapamil may increase the blood concentrations and intoxicating effects of ethanol.  The exact mechanism of interaction is unknown but may involve verapamil inhibition of ethanol metabolism.,Patients treated with verapamil should be counseled to avoid alcohol consumption.,Metabolism,,DDInter1928
2,grain,Consumption of large quantities of grapefruit juice may be associated with significantly increased plasma concentrations of oral verapamil.  The mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruits.,Patients treated with oral verapamil should avoid the consumption of large amounts of grapefruit or grapefruit juice to prevent any undue fluctuations in serum drug levels.  Patients should be advised...More,Metabolism,,DDInter1928
2,grapefruit juice,Consumption of large quantities of grapefruit juice may be associated with significantly increased plasma concentrations of oral verapamil.  The mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruits.,Patients treated with oral verapamil should avoid the consumption of large amounts of grapefruit or grapefruit juice to prevent any undue fluctuations in serum drug levels.  Patients should be advised...More,Metabolism,,DDInter1928
2,alcohol,Drugs that quench active oxygen species or scavenge radicals are expected to decrease the therapeutic effect of verteporfin.,The clinician should carefully assess the patient for desired benefits and risks before beginning verteporfin therapy.,Antagonism,,DDInter1929
No matching records,,,,,,DDInter1930
No matching records,,,,,,DDInter1931
2,food,There are no data regarding the concurrent administration of cholera oral vaccine with food or beverages.,The manufacturer recommends that patients avoid eating or drinking for 60 minutes before and after administration of cholera oral vaccine.,Others,,DDInter1932
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1933
No matching records,,,,,,DDInter1934
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving vilazodone should be advised to avoid consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities requiring complete mental alertness and motor co...More,Synergy,,DDInter1935
No matching records,,,,,,DDInter1936
No matching records,,,,,,DDInter1937
No matching records,,,,,,DDInter1938
No matching records,,,,,,DDInter1939
No matching records,,,,,,DDInter1940
No matching records,,,,,,DDInter1941
No matching records,,,,,,DDInter1942
No matching records,,,,,,DDInter1943
No matching records,,,,,,DDInter1944
No matching records,,,,,,DDInter1945
2,high-fat foods,"Food reduces the oral absorption and bioavailability of voriconazole.  According to the product labeling, administration of multiple doses of voriconazole with high-fat meals decreased the mean peak plasma concentration (Cmax) and area under the concentration-time curve (AUC) by 34% and 24%, respectively, when the drug is administered as a tablet, and by 58% and 37%, respectively, when administered as the oral suspension.","To ensure maximal oral absorption, voriconazole tablets and oral suspension should be taken at least one hour before or after a meal.",Absorption,,DDInter1946
No matching records,,,,,,DDInter1947
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1948
2,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of orally administered drugs that are substrates of the CYP450 3A4 isoenzyme.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Because grapefruit juice inhibits primarily intestinal rather than hepatic CYP450 3A4, the magnitude of interaction is greatest for those drugs that undergo significant presystemic metabolism by CYP450 3A4 (i.e., drugs with low oral bioavailability).  In general, the effect of grapefruit juice is concentration-, dose- and preparation-dependent, and can vary widely among brands.  Certain preparations of grapefruit juice (e.g., high dose, double strength) have sometimes demonstrated potent inhibition of CYP450 3A4, while other preparations (e.g., low dose, single strength) have typically demonstrated moderate inhibition.",Patients who regularly consume grapefruit or grapefruit juice should be monitored for adverse effects and altered plasma concentrations of drugs that undergo significant presystemic metabolism by CYP4...More,Metabolism,,DDInter1949
No matching records,,,,,,DDInter1950
2,alcohol,Enhanced hypoprothrombinemic response to warfarin has been reported in patients with acute alcohol intoxication and/or liver disease.  The proposed mechanisms are inhibition of warfarin metabolism and decreased synthesis of clotting factors.  Binge drinking may exacerbate liver impairment and its metabolic ability in patients with liver dysfunction.,"Patients taking oral anticoagulants should be counseled to avoid large amounts of ethanol, but moderate consumption (one to two drinks per day) are not likely to affect the response to the anticoagula...More",Synergy,,DDInter1951
2,food high in vitamin K,"Vitamin K may antagonize the hypoprothrombinemic effect of oral anticoagulants.  Vitamin K is a cofactor in the synthesis of blood clotting factors that are inhibited by oral anticoagulants, thus intake of vitamin K through supplements or diet can reverse the action of oral anticoagulants.  Resistance to oral anticoagulants has been associated with consumption of foods or enteral feedings high in vitamin K content.  Likewise, a reduction of vitamin K intake following stabilization of anticoagulant therapy may result in elevation of the INR and bleeding complications.  Foods rich in vitamin K include beef liver, broccoli, Brussels sprouts, cabbage, collard greens, endive, kale, lettuce, mustard greens, parsley, soy beans, spinach, Swiss chard, turnip greens, watercress, and other green leafy vegetables.  Moderate to high levels of vitamin K are also found in other foods such as asparagus, avocados, dill pickles, green peas, green tea, canola oil, margarine, mayonnaise, olive oil, and soybean oil.  Snack foods containing the fat substitute, olestra, are fortified with 80 mcg of vitamin K per each one ounce serving so as to offset any depletion of vitamin K that may occur due to olestra interference with its absorption.  Whether these foods can alter the effect of oral anticoagulants has not been extensively studied.  One small study found that moderate consumption (1.5 servings/day) does not significantly affect the INR after one week in patients receiving long-term anticoagulation.","Intake of vitamin K through supplements or diet should not vary significantly during oral anticoagulant therapy.  The diet in general should remain consistent, as other foods containing little or no v...More",Antagonism,,DDInter1951
No matching records,,,,,,DDInter1952
No matching records,,,,,,DDInter1953
2,high-fat foods,"Food may reduce the oral absorption and bioavailability of zafirlukast.  In two separate studies, one using a high-fat and the other a high-protein meal, administration of zafirlukast with food reduced the mean bioavailability by approximately 40%.","To ensure maximal oral absorption, zafirlukast should be administered at least 1 hour before or 2 hours after meals.",Unknown,,DDInter1955
No matching records,,,,,,DDInter1956
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of zaleplon.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.","Patients receiving zaleplon should be advised to avoid the consumption of alcohol.  For faster sleep onset, zaleplon should not be administered with or immediately after a high-fat or heavy meal.",Synergy,,DDInter1957
No matching records,,,,,,DDInter1958
3,grapefruit juice,Grapefruit and/or grapefruit juice may increase the plasma concentrations of zanubrutinib.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Inhibition of hepatic CYP450 3A4 may also contribute.,"Zanubrutinib may be administered with or without food.  Patients should avoid consumption of grapefruit, grapefruit juice, Seville oranges, and Seville orange juice during treatment with zanubrutinib.",Metabolism,,DDInter1959
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1960
1,high-fat foods,Food may have variable effects on the oral bioavailability of zidovudine.  Fatty foods have been reported to decrease the rate and extent of zidovudine absorption following oral administration.,Food may have variable effects on the oral bioavailability of zidovudine.  Fatty foods have been reported to decrease the rate and extent of zidovudine absorption following oral administration.  In a ...More,Absorption,,DDInter1961
2,bran,"The presence of certain foods (e.g., bread, bran, hard boiled eggs, coffee, and milk) may significantly delay the absorption of zinc acetate.  Fibres, phytates, and other substances in food prevent zinc from entering intestinal cells by binding with it.  Protein does not appear to interfere with its absorption.","Zinc acetate should preferably be taken on an empty stomach, at least one hour before or two to three hours after meals.  It may be taken with small amounts of protein such as meat.",Absorption,,DDInter1963
2,coffee,"The presence of certain foods (e.g., bread, bran, hard boiled eggs, coffee, and milk) may significantly delay the absorption of zinc acetate.  Fibres, phytates, and other substances in food prevent zinc from entering intestinal cells by binding with it.  Protein does not appear to interfere with its absorption.","Zinc acetate should preferably be taken on an empty stomach, at least one hour before or two to three hours after meals.  It may be taken with small amounts of protein such as meat.",Absorption,,DDInter1963
2,dairy products,"The presence of certain foods (e.g., bread, bran, hard boiled eggs, coffee, and milk) may significantly delay the absorption of zinc acetate.  Fibres, phytates, and other substances in food prevent zinc from entering intestinal cells by binding with it.  Protein does not appear to interfere with its absorption.","Zinc acetate should preferably be taken on an empty stomach, at least one hour before or two to three hours after meals.  It may be taken with small amounts of protein such as meat.",Absorption,,DDInter1963
No matching records,,,,,,DDInter1964
No matching records,,,,,,DDInter1965
No matching records,,,,,,DDInter1966
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1967
No matching records,,,,,,DDInter1968
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1969
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of zolpidem.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.","Patients receiving zolpidem should be advised to avoid the consumption of alcohol.  For faster sleep onset, zolpidem should not be administered with or immediately after a meal.",Synergy,,DDInter1970
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1971
No matching records,,,,,,DDInter1972
No matching records,,,,,,DDInter1973
No matching records,,,,,,DDInter1974
No matching records,,,,,,DDInter1975
No matching records,,,,,,DDInter1976
No matching records,,,,,,DDInter1977
No matching records,,,,,,DDInter1978
No matching records,,,,,,DDInter1979
No matching records,,,,,,DDInter1980
2,alcohol,"Use of alcohol or products containing alcohol during nitroimidazole therapy may result in a disulfiram-like reaction in some patients.  There have been a few case reports involving metronidazole, although data overall are not convincing.  The presumed mechanism is inhibition of aldehyde dehydrogenase (ALDH) by metronidazole in a manner similar to disulfiram.  Following ingestion of alcohol, inhibition of ALDH results in increased concentrations of acetaldehyde, the accumulation of which can produce an unpleasant physiologic response referred to as the 'disulfiram reaction'.  Symptoms include flushing, throbbing in head and neck, throbbing headache, respiratory difficulty, nausea, vomiting, sweating, thirst, chest pain, palpitation, dyspnea, hyperventilation, tachycardia, hypotension, syncope, weakness, vertigo, blurred vision, and confusion.  Severe reactions may result in respiratory depression, cardiovascular collapse, arrhythmia, myocardial infarction, acute congestive heart failure, unconsciousness, convulsions, and death.","To ensure maximal oral absorption, fexinidazole should be administered with food each day at about the same time of day (e.g., during or immediately after the main meal of the day).  Coadministration ...More",Synergy,,DDInter1981
No matching records,,,,,,DDInter1982
No matching records,,,,,,DDInter1983
No matching records,,,,,,DDInter1984
No matching records,,,,,,DDInter1985
No matching records,,,,,,DDInter1986
No matching records,,,,,,DDInter1987
No matching records,,,,,,DDInter1988
No matching records,,,,,,DDInter1989
3,grapefruit juice,"Adagrasib can cause concentration-dependent, prolongation of the QT interval.  Theoretically, coadministration with grapefruit juice before adagrasib has reached steady-state may significantly increase the plasma concentrations of adagrasib, which is primarily metabolized by CYP450 3A4.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.","Although clinical data are lacking, it may be advisable to avoid the consumption of grapefruit or grapefruit juice until adagrasib concentrations have reached steady state (after approximately 8 days)...More",Metabolism,,DDInter1990
2,alcohol,"Topically administered alpha-2 adrenergic receptor agonists such as apraclonidine and brimonidine are systemically absorbed, with the potential for producing rare but clinically significant systemic effects.  Although the interaction has not been specifically studied, the possibility of an additive or potentiating effect with central nervous system (CNS) depressants such as alcohol, barbiturates, opiates, anxiolytics, sedatives, and anesthetics should be considered.  Additive hypotensive effects and orthostasis may also occur with some CNS depressants and other agents that have these effects, particularly during initial dosing and/or parenteral administration.",Patients receiving topical alpha-2 adrenergic receptor agonists in combination with agents that can cause CNS depression should be made aware of the potential for increased adverse effects such as dro...More,Synergy,,DDInter1991
2,alcohol,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.  Episodes of hypoglycemia may last for 8 to 12 hours after ethanol ingestion.  By contrast, chronic alcohol abuse can cause impaired glucose tolerance and hyperglycemia.  Moderate alcohol consumption generally does not affect blood glucose levels in patients with well controlled diabetes.  A disulfiram-like reaction (e.g., flushing, headache, and nausea) to alcohol has been reported frequently with the use of chlorpropamide and very rarely with other sulfonylureas.","Patients with diabetes should avoid consuming alcohol if their blood glucose is not well controlled, or if they have hypertriglyceridemia, neuropathy, or pancreatitis.  Patients with well controlled d...More",Others,,DDInter1992
2,alcohol,Concomitant use of black cohosh (Cimicifuga racemosa rhizome) with other agents that are known to induce hepatotoxicity may theoretically increase the risk of liver injury.,"Until more information is available, patients should consider avoiding the use of black cohosh if they are receiving other potentially hepatotoxic agents (e.g., acetaminophen; alcohol; androgens and a...More",Synergy,,DDInter1993
2,alcohol,Coadministration of daclizumab with other agents known to induce hepatotoxicity may increase the risk of liver injury.,"Caution is advised if daclizumab is used with other potentially hepatotoxic agents, including non-prescription products and herbal supplements.  Patients treated with daclizumab should have serum tran...More",Synergy,,DDInter1994
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of central nervous system (CNS)-active agents.  Use in combination may result in additive CNS depression and/or impairment of judgment, thinking, and psychomotor skills.","Patients receiving CNS-active agents should be advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled against driving, operating machinery, or engaging in potential...More",Synergy,,DDInter1995
2,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of daridorexant, which is primarily metabolized by CYP450 3A4.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Inhibition of hepatic CYP450 3A4 may also contribute.","The manufacturer makes no recommendation regarding administration with food; however, the time to sleep onset may be delayed if taken with or soon after a meal.  It may be advisable for patients to av...More",Metabolism,,DDInter1995
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1996
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1997
2,high-fat foods,"Food may reduce the oral bioavailability of asciminib.  When a single 40 mg dose of asciminib was administered with a low-fat meal (400 calories; 25% fat) in healthy volunteers, asciminib peak plasma concentration (Cmax) and systemic exposure (AUC) decreased by 35% and 30%, respectively, compared to asciminib administered in the fasted state.","To ensure adequate asciminib exposures, food consumption should be avoided for at least 2 hours before and 1 hour after taking asciminib.",Absorption,,DDInter1998
2,high-fat foods,"Food significantly enhances the oral bioavailability of avacopan.  When a 30 mg capsule of avacopan was administered with a high-fat, high-calorie meal, avacopan peak plasma concentration (Cmax) and systemic exposure (AUC) increased by approximately 8% and 72%, respectively, while the time to reach peak concentration (Tmax) was delayed by approximately 4 hours (from 2.0 hours to 6.0 hours).","To ensure maximal oral absorption, avacopan should be administered with food.  Patients should preferably avoid or limit consumption of grapefruit, grapefruit juice, or any supplement containing grape...More",Absorption,,DDInter1999
2,grapefruit juice,"Food significantly enhances the oral bioavailability of avacopan.  When a 30 mg capsule of avacopan was administered with a high-fat, high-calorie meal, avacopan peak plasma concentration (Cmax) and systemic exposure (AUC) increased by approximately 8% and 72%, respectively, while the time to reach peak concentration (Tmax) was delayed by approximately 4 hours (from 2.0 hours to 6.0 hours).","To ensure maximal oral absorption, avacopan should be administered with food.  Patients should preferably avoid or limit consumption of grapefruit, grapefruit juice, or any supplement containing grape...More",Metabolism,,DDInter1999
No matching records,,,,,,DDInter2000
No matching records,,,,,,DDInter2001
No matching records,,,,,,DDInter2002
No matching records,,,,,,DDInter2003
No matching records,,,,,,DDInter2004
No matching records,,,,,,DDInter2005
No matching records,,,,,,DDInter2006
2,alcohol,Excessive use of alcohol or products containing alcohol together with levoketoconazole may potentiate the risk of liver injury.,"Levoketoconazole may be administered with or without food.  However, excessive consumption of alcohol should generally be avoided during levoketoconazole therapy.  Patients should preferably avoid or ...More",Synergy,,DDInter2007
2,grapefruit juice,Excessive use of alcohol or products containing alcohol together with levoketoconazole may potentiate the risk of liver injury.,"Levoketoconazole may be administered with or without food.  However, excessive consumption of alcohol should generally be avoided during levoketoconazole therapy.  Patients should preferably avoid or ...More",Metabolism,,DDInter2007
No matching records,,,,,,DDInter2008
3,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of mavacamten.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Inhibition of hepatic CYP450 3A4 may also contribute.  The interaction has not been studied with grapefruit juice, but has been reported for other CYP450 3A4 inhibitors.",Mavacamten may be administered with or without food.  Patients should avoid consumption of grapefruit and grapefruit juice during treatment with mavacamten.,Metabolism,,DDInter2009
No matching records,,,,,,DDInter2010
No matching records,,,,,,DDInter2011
No matching records,,,,,,DDInter2012
No matching records,,,,,,DDInter2013
3,grapefruit juice,"Theoretically, the coadministration with grapefruit juice may increase the plasma concentrations of mitapivat.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruits.  The extent and clinical significance are unknown.  In general, the effect of grapefruit juice is concentration,-, dose- and preparation-dependent, and can vary widely among brands.  Certain preparations of grapefruit juice (e.g., high dose, double strength) have sometimes demonstrated potent inhibition of CYP450 3A4, while other preparations (e.g., low dose, single strength) have typically demonstrated moderate inhibition.  Moreover, pharmacokinetic alterations associated with interactions involving grapefruit juice are often subject to a high degree of interpatient variability.","Although clinical data are lacking, it may be advisable to avoid or limit consumption of grapefruit or grapefruit juice during therapy with mitapivat if possible.  If concomitant use is unavoidable, c...More",Metabolism,,DDInter2014
3,grapefruit juice,Grapefruit juice may increase the plasma concentrations of mobocertinib.  The mechanism may involve inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Inhibition of hepatic CYP450 3A4 may also contribute.  The interaction has not been studied with grapefruit juice.,Patients should avoid consumption of grapefruit and grapefruit juice during treatment with mobocertinib.,Metabolism,,DDInter2015
No matching records,,,,,,DDInter2016
2,high-fat foods,"Coadministration with a high-fat meal may increase the plasma concentrations of olutasidenib.  According to the product labeling, administration of a single 150 mg dose with a high-fat meal (approximately 800 to 1000 calories, with approximately 50% of those calories from fat) increased olutasidenib peak plasma concentration (Cmax) and systemic exposure (AUC) by 191% and 83%, respectively, in healthy subjects.","Olutasidenib should be administered at about the same time each day, on an empty stomach at least 1 hour before or 2 hours after a meal.",Others,,DDInter2017
No matching records,,,,,,DDInter2019
No matching records,,,,,,DDInter2020
No matching records,,,,,,DDInter2022
2,cigarette,Smoking during treatment with abrocitinib may increase the risk of major adverse cardiovascular events (MACE) and the risk of developing malignancies.,Caution is advised if abrocitinib is prescribed to current or past smokers.  Patients should be informed about the symptoms of serious cardiovascular events and the steps to take if they occur.  The m...More,Synergy,,DDInter2023
2,alcohol,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.",Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihype...More,Synergy,,DDInter2025
2,Food High in Potassium,"Moderate-to-high dietary intake of potassium, especially salt substitutes, may increase the risk of hyperkalemia in some patients who are using angiotensin II receptor blockers (ARBs).  ARBs can promote hyperkalemia through inhibition of angiotensin II-induced aldosterone secretion.  Patients with diabetes, heart failure, dehydration, or renal insufficiency have a greater risk of developing hyperkalemia.",Patients should receive dietary counseling and be advised to not use potassium-containing salt substitutes or over-the-counter potassium supplements without consulting their physician.  If salt substi...More,Synergy,,DDInter2025
No matching records,,,,,,DDInter2026
No matching records,,,,,,DDInter2027
No matching records,,,,,,DDInter2028
2,food,"Administration with food decreases the oral bioavailability of brincidofovir.  According to the product labeling, administration of brincidofovir tablets with a low-fat meal (approximately 400 calories, 25% of calories from fat) was associated with a reduction in the systemic exposure (AUC) and peak plasma concentration (Cmax) of brincidofovir by 31% and 49%, respectively, compared to administration under fasting.","Brincidofovir oral tablets and suspension should be taken on an empty stomach.  If necessary, the oral tablets may be taken with a low-fat meal.",Absorption,,DDInter2029
No matching records,,,,,,DDInter2030
No matching records,,,,,,DDInter2031
No matching records,,,,,,DDInter2032
No matching records,,,,,,DDInter2033
No matching records,,,,,,DDInter2034
No matching records,,,,,,DDInter2035
No matching records,,,,,,DDInter2036
3,grapefruit juice,"Theoretically, coadministration with grapefruit juice may increase the plasma concentrations of pacritinib, which is primarily metabolized by CYP450 3A4.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Inhibition of hepatic CYP450 3A4 may also contribute.  The interaction has not been studied with grapefruit juice but has been reported for the potent CYP450 3A4 inhibitor, clarithromycin.","Although clinical data are lacking, it may be advisable to avoid consumption of grapefruit or grapefruit juice during treatment with pacritinib.  Pacritinib may be administered with or without food.",Metabolism,,DDInter2037
3,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of pirtobrutinib, which is primarily metabolized by CYP450 3A4.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Inhibition of hepatic CYP450 3A4 may also contribute.","It may be advisable for patients to avoid consumption of grapefruit, grapefruit juice, or supplements that contain grapefruit during treatment with pirtobrutinib.",Metabolism,,DDInter2038
No matching records,,,,,,DDInter2039
No matching records,,,,,,DDInter2040
2,grapefruit juice,"Coadministration of protein-bound sirolimus intravenous suspension with grapefruit juice may increase the systemic exposure to sirolimus.  The proposed mechanism is inhibition of CYP450 3A4-mediated metabolism of sirolimus by certain compounds present in grapefruit.  However, grapefruit juice primarily inhibits CYP450 3A4-mediated first-pass metabolism in the gut wall and may have limited effects on medications that are not administered orally.  No formal studies evaluating the drug interaction potential of protein-bound sirolimus have been conducted.  In general, the effect of grapefruit juice is concentration-, dose- and preparation-dependent, and can vary widely among brands.  Certain preparations of grapefruit juice (e.g., high dose, double strength) have sometimes demonstrated potent inhibition of CYP450 3A4, while other preparations (e.g., low dose, single strength) have typically demonstrated moderate inhibition.",The manufacturer recommends avoiding grapefruit and grapefruit juice during treatment with protein-bound sirolimus.,Metabolism,,DDInter2041
No matching records,,,,,,DDInter2043
3,grapefruit juice,Grapefruit juice may increase the plasma concentrations of finerenone.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.,"Patients receiving finerenone therapy should be instructed to avoid consumption of grapefruit or grapefruit juice.  In addition, patients should receive dietary counseling and be advised not to use po...More",Metabolism,,DDInter2044
2,high-fat foods,"Food enhances the oral bioavailability of ganaxolone.  When administered with a high-fat meal, ganaxolone peak plasma concentration (Cmax) and systemic exposure (AUC) increased by 3- and 2-fold, respectively, compared to administration under fasted conditions.  Ganaxolone was administered with food in the premarketing study population.  The efficacy of ganaxolone when administered in the fasted state is unknown.",Ganaxolone must be administered with food according to the manufacturer.  Patients should be advised to avoid or limit consumption of alcohol and to avoid activities requiring mental alertness such as...More,Absorption,,DDInter2045
3,high-fat foods,"Food may increase the oral bioavailability of infigratinib.  Coadministration with a high-fat, high-calorie meal (800 to 1,000 calories, with approximately 50% of total calories from fat) in healthy subjects increased mean infigratinib peak plasma concentration (Cmax) and total systemic exposure (AUC) by 60% to 80% and 80% to 120%, respectively, and increased the median time to Cmax from 4 hours to 6 hours.  When coadministered with a low-fat, low-calorie meal (approximately 330 calories, with 20% of total calories from fat), mean infigratinib Cmax and AUC increased by 90% and 70%, respectively, while the median time to Cmax did not change.","Infigratinib should be administered on an empty stomach at least one hour before or two hours after food.  Patients should avoid consumption of grapefruit, grapefruit juice, or supplements that contai...More",Absorption,,DDInter2046
No matching records,,,,,,DDInter2047
2,alcohol,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.",Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihype...More,Synergy,,DDInter2048
3,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of sparsentan, which is primarily metabolized by CYP450 3A4.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.","It may be advisable for patients to avoid the consumption of grapefruit, grapefruit juice, or supplements that contain grapefruit during treatment with sparsentan.  Patients should receive dietary cou...More",Metabolism,,DDInter2048
No matching records,,,,,,DDInter2049
2,high-fat foods,"Food enhances the oral bioavailability of tepotinib.  When tepotinib was administered after a high-fat, high-calorie meal (approximately 800 to 1000 calories; 150 calories from protein, 250 calories from carbohydrate, 500 to 600 calories from fat), tepotinib peak plasma concentration (Cmax) and systemic exposure (AUC) increased by 2-fold and 1.6-fold, respectively, compared to administration under fasted conditions.",Tepotinib should be administered with food at approximately the same time each day.,Absorption,,DDInter2050
No matching records,,,,,,DDInter2051
No matching records,,,,,,DDInter2052
No matching records,,,,,,DDInter2053
3,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of elacestrant, which is primarily metabolized by CYP450 3A4.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.","It may be advisable for patients to avoid consumption of grapefruit, grapefruit juice, or supplements that contain grapefruit during treatment with elacestrant.  Elacestrant should be taken with food ...More",Metabolism,,DDInter2054
