Severity level,Disease name,Text,References,drug_id
2,Neuroleptic Malignant Syndrome,The central dopaminergic blocking effects of phenothiazines may precipitate or aggravate a potentially fatal symptom complex known as Neuroleptic Malignant Syndrome (NMS).  NMS is observed most freque...More,,DDInter1793
No matching records,,,,DDInter1794
3,Dementia,"Older patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; although the causes were varied, most of the deaths appeared to be either cardiovascu...More",,DDInter1796
3,Alcoholic Intoxication,The use of phenothiazines is contraindicated in patients with acute alcohol intoxication exhibiting depressed vital signs.  The central nervous system depressant effects of phenothiazines may be addit...More,,DDInter1796
3,Cardiovascular Diseases,"Phenothiazines may cause hypotension (including orthostatic hypotension), reflex tachycardia, increased pulse rate, syncope, and dizziness, particularly after the first parenteral dose but rarely afte...More",,DDInter1796
3,Respiratory Insufficiency,The use of phenothiazines is contraindicated in comatose patients and patients with severe central nervous system depression.  Phenothiazines may potentiate the CNS and respiratory depression in these...More,,DDInter1796
3,Craniocerebral Trauma,"The use of phenothiazines is contraindicated in patients with suspected or established subcortical brain damage, with or without hypothalamic involvement.  Phenothiazines can interfere with thermoregu...More",,DDInter1796
3,Long QT Syndrome,The use of thioridazine is contraindicated in patients with congenital or acquired QT interval prolongation syndromes or a history of cardiac arrhythmias.  Thioridazine can prolong the QT interval of ...More,,DDInter1796
2,Anticholinergic Syndrome,"Phenothiazines have anticholinergic activity, to which elderly patients are particularly sensitive.  Low-potency agents such as chlorpromazine and thioridazine tend to exhibit greater anticholinergic ...More",,DDInter1796
2,Breast Neoplasms,"The chronic use of phenothiazines is associated with persistent elevations in prolactin levels.  Based on in vitro data, approximately one-third of human breast cancers are thought to be prolactin-dep...More",,DDInter1796
2,Dystonic Disorders,"Phenothiazines may cause acute, dose-related dystonic reactions secondary to central dopaminergic blockade.  These reactions are characterized by spastic contraction of discrete muscle groups and may ...More",,DDInter1796
2,Hematologic Diseases,"Phenothiazines may infrequently cause hematologic toxicity, including agranulocytosis, thrombocytopenia, eosinophilia, aplastic anemia, purpura, granulocytopenia, and hemolytic anemia.  Mild leukopeni...More",,DDInter1796
3,Infections,"Because of their cytotoxic effects on rapidly proliferating tissues, antineoplastic agents frequently can, to varying extent, induce myelosuppression.  The use of these drugs may be contraindicated in...More",,DDInter1797
3,Liver Diseases,Thiotepa is rapidly metabolized by the liver to a biologically active form.  The pharmacokinetic disposition of thiotepa has not be evaluated in patients with hepatic dysfunction.  The use of thiotepa...More,,DDInter1797
3,Bone Marrow Failure Disorders,"Thiotepa induces dose-related myelosuppression.  Therapy with thiotepa should be withheld if a white blood cell count falls below 3000/mm3 or a platelet count falls below 150,000/mm3.  If the need out...More",,DDInter1797
3,Kidney Diseases,Approximately 25% of thiotepa is eliminated by the kidney and <2% is eliminated unchanged in the urine.  The pharmacokinetic disposition of thiotepa has not be evaluated in patients with renal dysfunc...More,,DDInter1797
3,Dementia,"Older patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; although the causes were varied, most of the deaths appeared to be either cardiovascu...More",,DDInter1798
3,Alcoholic Intoxication,The use of neuroleptic agents is contraindicated in patients with acute alcohol intoxication exhibiting depressed vital signs.  The central nervous system depressant effects of neuroleptic agents may ...More,,DDInter1798
3,Cardiovascular Diseases,"Neuroleptic agents may cause hypotension (including orthostatic hypotension), reflex tachycardia, increased pulse rate, syncope and dizziness, particularly during initiation of therapy or rapid escala...More",,DDInter1798
3,Respiratory Insufficiency,The use of neuroleptic agents is contraindicated in comatose patients and patients with severe central nervous system depression.  Neuroleptic agents may potentiate the CNS and respiratory depression ...More,,DDInter1798
3,Neuroleptic Malignant Syndrome,The central dopaminergic blocking effects of neuroleptic agents may precipitate or aggravate a potentially fatal symptom complex known as neuroleptic malignant syndrome (NMS).  NMS is observed most fr...More,,DDInter1798
3,Hematologic Diseases,"The use of phenothiazines has been associated with hematologic toxicity, including agranulocytosis, thrombocytopenia, eosinophilia, aplastic anemia, purpura, granulocytopenia, and hemolytic anemia.  M...More",,DDInter1798
2,Seizures,Antipsychotic and neuroleptic drugs can lower the seizure threshold and trigger seizures in a dose-dependent manner.  This risk is greatest in patients with a history of seizures or with conditions th...More,,DDInter1798
2,Anticholinergic Syndrome,"Most neuroleptic agents have anticholinergic activity, to which elderly patients are particularly sensitive.  Clozapine and low- potency agents such as chlorpromazine and thioridazine tend to exhibit ...More",,DDInter1798
2,Dehydration,"Neuroleptic agents may cause hypotension (including orthostatic hypotension) and associated reflex tachycardia, syncope or dizziness, particularly during initiation of therapy or rapid escalation of d...More",,DDInter1798
2,Hyperprolactinemia,"The chronic use of neuroleptic agents can cause persistent elevations in prolactin levels due to antagonism of dopamine D2 receptors.  Based on in vitro data, approximately one-third of human breast c...More",,DDInter1798
No matching records,,,,DDInter1799
2,Heart Diseases,Thyrotropin alfa is known to cause a transient (over 7 to 14 days) but significant rise in serum thyroid hormone concentration when given to patients who have substantial thyroid tissue still in situ ...More,,DDInter1800
2,Diseases requiring dialysis,"The elimination of thyrotropin alfa is significantly slower in dialysis-dependent end stage renal disease (ESRD) patients, resulting in prolonged elevation of TSH levels.",,DDInter1800
3,Liver Diseases,"Tiagabine is extensively metabolized by the liver.  In patients with moderately impaired hepatic function (Child-Pugh Class B), the clearance of unbound tiagabine was reduced by about 60%.  Therapy wi...More",,DDInter1801
2,Depressive Disorder,Antiepileptic drugs (AEDs) have been associated with an increased risk of suicidal thoughts or behavior in patients taking these drugs for any indication.  Pooled analyses of 199 placebo-controlled cl...More,,DDInter1801
3,Hemorrhage,"Ticagrelor is contraindicated in patients with active pathological bleeding, such as peptic ulcer or intracranial hemorrhage.",,DDInter1802
3,Liver Diseases,Ticagrelor is metabolized by the liver.  The use of ticagrelor should be avoided in patients with severe hepatic impairment.  Care should be taken in patients with moderate hepatic impairment and it i...More,,DDInter1802
2,Bradycardia,Ticagrelor can cause ventricular pauses.  Bradyarrhythmias including AV block have been reported in the postmarketing setting.  It is recommended to use care if prescribing this agent to patients with...More,,DDInter1802
2,Dyspnea,"Dyspnea has been reported with the use of ticagrelor.  Care should be taken when prescribing this drug to patients that experienced dyspnea.  If a patient develops new, prolonged, or worsened dyspnea ...More",,DDInter1802
2,Kidney Diseases,"No dosage adjustment is needed in patients with renal impairment.  Patients receiving dialysis have not been studied, close monitoring is recommended.",,DDInter1802
No matching records,,,,DDInter1803
3,Hemorrhagic Disorders,The use of ticlopidine is contraindicated in patients with hemostatic disorders such as vascular defect or coagulation dysfunction or active pathological bleeding such as peptic ulcer disease or intra...More,,DDInter1804
3,Liver Diseases,The use of ticlopidine is contraindicated in patients with severe hepatic impairment.  Ticlopidine is extensively metabolized to inactive forms by the liver.  Therapy with ticlopidine should be admini...More,,DDInter1804
3,Bone Marrow Failure Disorders,The use of ticlopidine is contraindicated in patients with hematopoietic disorders such as neutropenia and/or thrombocytopenia or a past history of thrombotic thrombocytopenic purpura (TTP) or aplasti...More,,DDInter1804
2,Hyperlipidemias,Ticlopidine can induce increases in serum cholesterol and triglycerides.  Serum total cholesterol levels have increased 8% to 10% in some patients within 1 month of initiation of ticlopidine therapy a...More,,DDInter1804
2,Kidney Diseases,"Ticlopidine is primarily eliminated by the kidney, and there is limited experience in patients with renal impairment.  Elevated serum concentration of ticlopidine and prolonged half-live have been not...More",,DDInter1804
3,Colitis,"Clostridioides difficile-associated diarrhea (CDAD), formerly pseudomembranous colitis, has been reported with almost all antibacterial drugs and may range from mild diarrhea to fatal colitis.  The mo...More",,DDInter1805
2,Liver Diseases,"Tigecycline is primarily metabolized by the liver and excreted in the bile as unchanged drug and metabolites.  In a single-dose study of subjects with varying degrees of hepatic impairment, systemic c...More",,DDInter1805
3,Tuberculosis,Do not administer tildrakizumab to patients with active TB infection.  It is recommended to assess patients for tuberculosis (TB) infection before starting treatment with this agent.  Consider anti-TB...More,,DDInter1806
2,Infections,The use of tildrakizumab may increase the risk of infection.  Treatment with tildrakizumab should not be started in patients with active infection until the infection resolves or is adequately treated...More,,DDInter1806
2,Hypersensitivity,"Tilmanocept may pose a risk of hypersensitivity reactions due to its chemical similarity to dextran and modified forms of dextran (such as iron dextran drugs).  Before administering, ask patients abou...More",,DDInter1807
No matching records,,,,DDInter1808
3,Atrioventricular Block,The use of beta-adrenergic receptor blocking agents (aka beta-blockers) is contraindicated in patients with sinus bradyarrhythmia or heart block greater than the first degree (unless a functioning pac...More,,DDInter1809
3,"Shock, Cardiogenic",The use of beta-adrenergic receptor blocking agents (aka beta-blockers) is contraindicated in patients with hypotension or cardiogenic shock.  Due to their negative inotropic and chronotropic effects ...More,,DDInter1809
3,Heart Failure,Beta-adrenergic receptor blocking agents (aka beta-blockers) in general should not be used in patients with overt congestive heart failure (CHF).  Sympathetic stimulation may be important in maintaini...More,,DDInter1809
3,Diabetes Mellitus,"Beta-adrenergic receptor blocking agents (aka beta-blockers) may mask symptoms of hypoglycemia such as tremors, tachycardia and blood pressure changes.  In addition, the nonselective beta-blockers (e....More",,DDInter1809
3,Diseases requiring hemodialysis,"Therapy with beta-adrenergic receptor blocking agents (aka beta-blockers) should be administered cautiously in patients requiring hemodialysis.  When given after dialysis, hemodynamic stability should...More",,DDInter1809
3,Hypersensitivity,The use of beta-adrenergic receptor blocking agents (aka beta-blockers) in patients with a history of allergic reactions or anaphylaxis may be associated with heightened reactivity to culprit allergen...More,,DDInter1809
3,Myocardial Ischemia,"Heightened sensitivity to catecholamines may occur after prolonged use of beta-adrenergic receptor blocking agents (aka beta-blockers).  Exacerbation of angina, myocardial infarction and ventricular a...More",,DDInter1809
3,Peripheral Vascular Diseases,"Due to their negative inotropic and chronotropic effects on the heart, beta-adrenergic receptor blocking agents (aka beta-blockers) reduce cardiac output and may precipitate or aggravate symptoms of a...More",,DDInter1809
3,Asthma,"Some beta-adrenergic receptor blocking agents (i.e., non-cardioselective beta-blockers) are contraindicated in patients with bronchial asthma or with a history of bronchial asthma, or severe chronic o...More",,DDInter1809
3,Liver Diseases,"Timolol is partially metabolized by the liver, and both parent drug and metabolites are eliminated by the kidney.  Patients with renal and/or liver disease may be at greater risk for adverse effects f...More",,DDInter1809
3,Asthma,Ophthalmic beta-adrenergic receptor blocking agents (aka beta-blockers) in general should not be used in patients with a current or past history of bronchial asthma or chronic obstructive pulmonary di...More,,DDInter1810
3,Atrioventricular Block,The use of ophthalmic beta-adrenergic receptor blocking agents (aka beta-blockers) is considered by manufacturers to be contraindicated in patients with sinus bradyarrhythmia or heart block greater th...More,,DDInter1810
3,"Shock, Cardiogenic",The use of ophthalmic beta-adrenergic receptor blocking agents (aka beta-blockers) is considered by manufacturers to be contraindicated in patients with cardiogenic shock.  Topically applied beta-bloc...More,,DDInter1810
3,Heart Failure,The use of ophthalmic beta-adrenergic receptor blocking agents (aka beta-blockers) is considered by manufacturers to be contraindicated in patients with overt congestive heart failure (CHF).  Topicall...More,,DDInter1810
3,Diabetes Mellitus,"Beta-adrenergic receptor blocking agents (aka beta-blockers) may mask symptoms of hypoglycemia such as tremors, tachycardia and blood pressure changes.  In addition, the nonselective beta-blockers (e....More",,DDInter1810
3,Hypersensitivity,"Topically applied beta-adrenergic receptor blocking agents (aka beta-blockers) are systemically absorbed, with the potential for producing clinically significant systemic effects even at low or undete...More",,DDInter1810
3,Hyperthyroidism,"Beta-adrenergic receptor blocking agents (aka beta-blockers) may mask some symptoms of hyperthyroidism such as tachycardia, anxiety, tremor, and heat intolerance.  Abrupt withdrawal of beta-blocker th...More",,DDInter1810
3,Peripheral Vascular Diseases,"Due to their negative inotropic and chronotropic effects on the heart, beta-adrenergic receptor blocking agents (aka beta-blockers) reduce cardiac output and may precipitate or aggravate symptoms of a...More",,DDInter1810
2,Myasthenia Gravis,"Topically applied beta-adrenergic receptor blocking agents (aka beta-blockers) are systemically absorbed, with the potential for producing clinically significant systemic effects even at low or undete...More",,DDInter1810
3,Hematologic Diseases,"The use of nitroimidazoles (e.g., metronidazole, tinidazole) has rarely been associated with hematologic adverse effects such as mild, transient leukopenia, thrombocytopenia, and bone marrow aplasia. ...More",,DDInter1811
3,Neurotoxicity Syndromes,"The use of nitroimidazoles (e.g., metronidazole, tinidazole) has been associated with the development of nervous system toxicity including convulsive seizures and dose-related peripheral neuropathy, t...More",,DDInter1811
2,Alcoholism,"Nitroimidazoles (e.g., metronidazole, tinidazole, fexinidazole, secnidazole) may inhibit alcohol dehydrogenase and occasionally precipitate a disulfiram-like reaction in patients who consume alcohol w...More",,DDInter1811
2,Diseases requiring hemodialysis,"The clearance of tinidazole is significantly increased during hemodialysis; the half-life is reduced from 12 hours to 4.9 hours.  During a 6-hour hemodialysis session, approximately 43% of the amount ...More",,DDInter1811
2,Liver Diseases,There are no data on the pharmacokinetics of tinidazole in patients with liver dysfunction.  Reduced metabolic elimination of metronidazole (a chemically-related nitroimidazole) has been reported in p...More,,DDInter1811
3,Peptic Ulcer,Anticoagulants are contraindicated in patients with active major bleeding or those patients at risk for hemorrhage.  Hemorrhage due to heparin derivatives may be treated with protamine sulfate 1%.  Ho...More,,DDInter1812
3,Hemorrhage,"The use of heparin is contraindicated in patients with uncontrollable active bleeding, except when the bleeding is due to disseminated intravascular coagulation.  Hemorrhage can occur at virtually any...More",,DDInter1812
3,Hypertension,Heparin should be used with extreme caution in patients with uncontrolled or severe hypertension as these conditions may predispose the patient to hemorrhage during heparin administration.  Blood coag...More,,DDInter1812
3,Kidney Diseases,Systemic exposure and the risk of bleeding may be increased when heparin is used in the presence of severe renal impairment.  Therapy with heparin should be administered cautiously in patients with si...More,,DDInter1812
3,Thrombocytopenia,"The use of heparin is contraindicated in patients with severe thrombocytopenia.  Acute thrombocytopenia can occur in patients receiving heparin, with a reported incidence of up to 30%.  Platelet count...More",,DDInter1812
3,Premature Birth,"Some preparations (i.e., multiple-dose vials) of low molecular weight heparin (LMWH) contain benzyl alcohol as a preservative.  Benzyl alcohol in bacteriostatic saline intravascular flush and endotrac...More",,DDInter1812
No matching records,,,,DDInter1813
3,Infections,"Because of their cytotoxic effects on rapidly proliferating tissues, antineoplastic agents frequently can, to varying extent, induce myelosuppression.  The use of these drugs may be contraindicated in...More",,DDInter1814
3,Liver Diseases,"Hepatotoxicity usually presented as hepatic veno-occlusive disease (hyperbilirubinemia, tender hepatomegaly, weight gain due to fluid retention, and ascites) or with signs of portal hypertension (sple...More",,DDInter1814
3,Bone Marrow Failure Disorders,"The most consistent, dose-related toxicity of thioguanine is bone marrow suppression.  This may be manifested by anemia, leukopenia, thrombocytopenia, or any combination of these.  However, any one of...More",,DDInter1814
3,Thiopurine S methyltranferase deficiency,Thioguanine is closely related structurally and functionally to mercaptopurine.  A rare deficiency in the enzyme thiopurine methyltransferase (TMPT) results in an increased sensitivity to the myelosup...More,,DDInter1814
2,Angioedema,Angioedema has been reported during therapy with inhaled anticholinergic agents.  Therapy with these agents should be administered cautiously in patients at risk of developing angioedema and if such r...More,,DDInter1815
2,Anticholinergic Syndrome,"Aclidinium, ipratropium, umeclidinium, and tiotropium are anticholinergic agents.  Although systemic effects are uncommon due to the poor absorption of quaternary ammonium compounds from gastrointesti...More",,DDInter1815
2,Tachycardia,Cases of supraventricular tachycardia and atrial fibrillation have been reported with the use of inhaled anticholinergic agents in patients with COPD/Asthma.  Care and monitoring of cardiac function i...More,,DDInter1815
2,Hepatic Insufficiency,The effects of hepatic impairment on the pharmacokinetics of tiotropium have not been studied.  Caution is recommended when prescribing this agent to patients with impaired liver function.,,DDInter1815
2,Kidney Diseases,Tiotropium is primarily eliminated unchanged by the kidney.  Renal impairment has been associated with increased plasma drug concentrations and reduced drug clearance after both intravenous infusion a...More,,DDInter1815
No matching records,,,,DDInter1816
3,Hemophilia A,"There have been postmarketing reports of increased bleeding, including spontaneous skin hematomas and hemarthrosis, in types A and B hemophiliac patients treated with protease inhibitors.  However, a ...More",,DDInter1817
3,Liver Diseases,The use of tipranavir is contraindicated in patients with moderate to severe (Child-Pugh Class B and C) hepatic impairment.  Tipranavir is primarily metabolized by the liver and may accumulate substan...More,,DDInter1817
2,Hyperglycemia,"New onset diabetes mellitus, exacerbation of preexisting diabetes mellitus, glucose intolerance, hyperglycemia, and some cases of diabetic ketoacidosis have been reported during postmarketing surveill...More",,DDInter1817
2,Hyperlipidemias,Hyperlipidemia has been observed in 10% of patients receiving ritonavir during clinical trials.  Increases of 30% to 40% from baseline have been reported for total cholesterol and 200% to 300% or more...More,,DDInter1817
3,Hemorrhagic Disorders,"The use of gp11b/111a platelet inhibitors is contraindicated in patients with active internal bleeding, recent significant gastrointestinal or genitourinary bleeding (within 6 weeks), recent trauma or...More",,DDInter1818
3,Kidney Diseases,"Tirofiban is primarily eliminated by the kidney.  Approximately 65% of tirofiban is excreted in the urine, largely unchanged.  The serum concentration of tirofiban is significantly increased (>50%) in...More",,DDInter1818
No matching records,,,,DDInter1819
2,Hypertension,Hypertension has been observed in patients treated with naxitamab.  Most hypertensive events occurred on the day of the infusion and may occur up to 9 days after the infusion.  Do not administer this ...More,,DDInter1820
2,Thromboembolism,"Tivozanib can cause cardiac ischemia and arterial thromboembolic events.  It has not been studied in patients who had an arterial thrombotic event, myocardial infarction, or unstable angina within the...More",,DDInter1820
2,Heart Failure,"Tivozanib can cause serious, sometimes fatal, cardiac failure.  Tivozanib has not been studied in patients with symptomatic cardiac failure within the preceding 6 months before drug initiation.  Perio...More",,DDInter1820
2,Hemorrhage,"Tivozanib can cause serious, sometimes fatal, hemorrhagic events.  Hemorrhagic events occurred in 11% of patients treated with tivozanib, including death (0.2%).  Tivozanib has not been studied in pat...More",,DDInter1820
2,Liver Diseases,Reduce the dose of tivozanib in patients with moderate (total bilirubin greater than 1.5 to 3 times ULN with any AST) hepatic impairment.  The dose in patients with severe (total bilirubin greater tha...More,,DDInter1820
2,Kidney Diseases,No dose modification is recommended for patients with mild to severe renal impairment (CrCl 15 to 89 mL/min).  The recommended dose for patients with end-stage renal disease has not been established. ...More,,DDInter1820
2,Thyroid Diseases,"Tivozanib causes thyroid dysfunction.  Caution is advised in patients that already have any thyroid disorder, they should have their disorder treated before initiation and monitored during therapy.",,DDInter1820
2,Venous Thromboembolism,"Tivozanib can cause serious, sometimes fatal, venous thromboembolic events.  Venous thromboembolic events occurred in 2.4% of patients treated with tivozanib, including death (0.3%).  Closely monitor ...More",,DDInter1820
3,Liver Diseases,"Tizanidine may cause hepatocellular injury.  According to the manufacturer, approximately 5% of patients treated with tizanidine in clinical studies had elevations in serum transaminases greater than ...More",,DDInter1821
3,Hypotension,"Tizanidine is a centrally-acting alpha-2 adrenergic agonist with 1/10 to 1/50 the potency of clonidine in lowering blood pressure.  According to the manufacturer, two-thirds of patients in a study giv...More",,DDInter1821
3,Kidney Diseases,The clearance of tizanidine has been shown to reduce by more than 50% in elderly patients with renal impairment (creatinine clearance < 25 mL/min) compared to healthy elderly patients.  Prolonged phar...More,,DDInter1821
2,Psychotic Disorders,"Formed, visual hallucinations or delusions have been reported in 3% of patients treated with tizanidine in two North American controlled clinical studies.  Therapy with tizanidine should be administer...More",,DDInter1821
3,Dehydration,Adequate hydration is crucial to minimize the risk of oto- and nephrotoxicity associated with the use of aminoglycosides.  Dehydration should preferably be corrected prior to initiation of therapy.  I...More,,DDInter1822
3,Neuromuscular Diseases,"Aminoglycosides can cause dose-related neuromuscular blockade and muscle weakness, particularly in patients with neuromuscular disease or hypocalcemia and in patients receiving general anesthetics, ne...More",,DDInter1822
3,Ototoxicity,"Aminoglycosides can cause eighth cranial nerve damage, resulting in vestibular and/or auditory toxicities.  Symptoms include dizziness, nystagmus, vertigo, ataxia, tinnitus, and varying degrees of hea...More",,DDInter1822
3,Kidney Diseases,"Aminoglycosides are potentially oto- and nephrotoxic.  Eighth cranial nerve damage may manifest as vestibular and/or auditory toxicities, including dizziness, nystagmus, vertigo, ataxia, tinnitus, and...More",,DDInter1822
3,Cardiomyopathies,Antiarrhythmic agents can induce severe hypotension (particularly with IV administration) or induce or worsen congestive heart failure (CHF).  Patients with primary cardiomyopathy or inadequately comp...More,,DDInter1823
3,"Arrhythmias, Cardiac","Antiarrhythmic agents can induce or worsen ventricular arrhythmias.  Ventricular tachycardia, ventricular fibrillation, and torsades de pointes have occurred in some patients.  Patients with underlyin...More",,DDInter1823
2,Water-Electrolyte Imbalance,"Electrolyte imbalance can alter the therapeutic effectiveness of antiarrhythmic agents.  Hypokalemia and hypomagnesemia can reduce the effectiveness of antiarrhythmic agents.  In some cases, these dis...More",,DDInter1823
3,Infections,"Serious and sometimes fatal infections due to bacterial, mycobacterial, invasive fungal, viral, or other opportunistic pathogens have been reported in patients receiving tocilizumab; the most common s...More",,DDInter1824
3,Tuberculosis,Tocilizumab should not be given to patients with active tuberculosis (TB) infection.  Patients should be evaluated for TB risk factors and tested for latent infection before starting tocilizumab and d...More,,DDInter1824
2,Demyelinating Diseases,Clinical studies have reported that tocilizumab may have an effect on demyelinating disorders such as multiple sclerosis and chronic inflammatory demyelinating polyneuropathy.  Patients should be moni...More,,DDInter1824
2,Peptic Ulcer Perforation,The use of tocilizumab may cause gastrointestinal (GI) perforation.  Tocilizumab should be used with caution in patients who may be at increased risk for GI perforation.  Patients with new onset abdom...More,,DDInter1824
2,Dyslipidemias,"Tocilizumab treatment was associated with increases in lipid parameters (e.g., total cholesterol, triglycerides, low-density lipoprotein [LDL] cholesterol, and/or high-density lipoprotein [HDL] choles...More",,DDInter1824
2,Liver Diseases,"The safety and efficacy of tocilizumab have not been studied in patients with liver dysfunction, including patients with positive HBV and HCV serology.  Treatment with tocilizumab is not recommended i...More",,DDInter1824
2,Neutropenia,"Tocilizumab treatment was associated with a higher incidence of neutropenia and a reduction in platelet counts.  Tocilizumab should not be started in patients with rheumatoid arthritis (RA), giant cel...More",,DDInter1824
2,Kidney Diseases,Tocilizumab has not been studied in patients with severe renal dysfunction; caution is recommended when using tocilizumab in these patients.  No dose adjustment is required in patients with mild or mo...More,,DDInter1824
3,Cardiovascular Diseases,"In a major safety study of a Janus kinase (JAK) inhibitor, tofacitinib, in rheumatoid arthritis patients 50 years and older with at least 1 cardiovascular risk factor, higher rates of all-cause mortal...More",,DDInter1825
3,Neoplasms,Malignancies (including lymphomas and solid tumors) have been reported in patients treated with tofacitinib and other Janus kinase (JAK) inhibitors used to treat inflammatory conditions; lymphomas and...More,,DDInter1825
3,Thrombosis,"Thrombosis (including deep venous thrombosis, pulmonary embolism, and arterial thrombosis) has occurred in patients treated for inflammatory conditions with Janus kinase (JAK) inhibitors, including ba...More",,DDInter1825
3,Infections,"Serious and sometimes fatal infections due to bacterial, mycobacterial, invasive fungal, viral, or other opportunistic pathogens have been reported in patients receiving tofacitinib.  Use of tofacitin...More",,DDInter1825
3,Tuberculosis,"Use of tofacitinib should be avoided in patients with an active, serious infection.  Patients should be evaluated and tested for latent or active tuberculosis (TB) infection before and per applicable ...More",,DDInter1825
2,"Hepatitis, Viral, Human","Viral reactivation (including cases of herpes virus reactivation [e.g., herpes zoster]) was observed in clinical trials with tofacitinib; postmarketing cases of hepatitis B reactivation have been repo...More",,DDInter1825
2,Pancytopenia,"Adverse hematologic effects including neutropenia, lymphocytosis, and anemia have been associated with the use of tofacitinib.  It is recommended to avoid starting therapy in patients with absolute ly...More",,DDInter1825
2,Diabetes Mellitus,"The use of tofacitinib increases the risk of infections.  As there is a higher incidence of infection in diabetic patients in general, caution is recommended when treating patients with diabetes.",,DDInter1825
2,Intestinal Obstruction,"As with any other nondeformable material, caution is recommended when administering tofacitinib extended-release tablets to patients with preexisting severe gastrointestinal narrowing (pathologic or i...More",,DDInter1825
2,Peptic Ulcer Perforation,"Tofacitinib should be used with caution in patients who may be at increased risk for gastrointestinal perforation (e.g., patients with history of diverticulitis or taking NSAIDs).  Patients presenting...More",,DDInter1825
3,Cardiovascular Diseases,The use of oral hypoglycemic agents may be associated with an increased risk of cardiovascular mortality compared to treatment with diet alone or diet with insulin.  This warning is based on the Unive...More,,DDInter1826
3,Diabetic Ketoacidosis,"The use of some sulfonylurea agents is contraindicated for the treatment of patients with diabetic ketoacidosis, with or without coma.  In addition, these agents should not be used as sole therapy in ...More",,DDInter1826
3,Liver Diseases,"Sulfonylureas are metabolized in the liver, and their metabolites (some with pharmacologic activity) are excreted in the urine and feces.  Patients with impaired liver and/or renal function treated wi...More",,DDInter1826
2,Hypoglycemia,Hypoglycemia may commonly occur during treatment with insulin and/or oral hypoglycemic agents.  Care should be taken in patients who may be particularly susceptible to the development of hypoglycemic ...More,,DDInter1826
2,Glucosephosphate Dehydrogenase Deficiency,Sulfonylureas can cause hemolytic anemia in patients with glucose 6-phosphate dehydrogenase (G6PD) deficiency.  Therapy with these agents should be used with caution in patients with G6PD deficiency a...More,,DDInter1826
2,Hyponatremia,"Treatment with sulfonylureas may cause hyponatremia, in patients who are on other medications or have medical conditions known to cause hyponatremia or increase release of antidiuretic hormone.  The s...More",,DDInter1826
3,Vascular Diseases,The use of tolazoline is contraindicated in patients with coronary artery disease or insufficiency or following a  cerebrovascular accident.  Hypotension due to decreased peripheral vascular resistanc...More,,DDInter1827
2,Acid-Base Imbalance,The therapeutic efficacy of tolazoline in reducing persistent vasoconstriction and  pulmonary hypertension may be pH dependent.  Acidosis may decrease the efficacy of tolazoline.,,DDInter1827
2,Hypersensitivity,"The histamine-releasing properties of tolazoline can stimulate gastric secretion resulting in hypochloremic alkalosis, stress ulcers, and GI bleeding.  Therapy with tolazoline should be administered c...More",,DDInter1827
2,Kidney Diseases,Tolazoline is primarily eliminated by the kidney as unchanged drug.  The serum concentration of tolazoline can be increased in patients with renal impairment.  Therapy with tolazoline should be admini...More,,DDInter1827
3,Cardiovascular Diseases,The use of oral hypoglycemic agents may be associated with an increased risk of cardiovascular mortality compared to treatment with diet alone or diet with insulin.  This warning is based on the Unive...More,,DDInter1828
3,Diabetic Ketoacidosis,"The use of some sulfonylurea agents is contraindicated for the treatment of patients with diabetic ketoacidosis, with or without coma.  In addition, these agents should not be used as sole therapy in ...More",,DDInter1828
3,Liver Diseases,Serious and prolonged hypoglycemia has been reported in patients with severe renal or liver disease following oral administration of tolbutamide.  Diagnostic testing with tolbutamide should be adminis...More,,DDInter1828
2,Hypoglycemia,Hypoglycemia may commonly occur during treatment with insulin and/or oral hypoglycemic agents.  Care should be taken in patients who may be particularly susceptible to the development of hypoglycemic ...More,,DDInter1828
2,Glucosephosphate Dehydrogenase Deficiency,Sulfonylureas can cause hemolytic anemia in patients with glucose 6-phosphate dehydrogenase (G6PD) deficiency.  Therapy with these agents should be used with caution in patients with G6PD deficiency a...More,,DDInter1828
2,Hyponatremia,"Treatment with sulfonylureas may cause hyponatremia, in patients who are on other medications or have medical conditions known to cause hyponatremia or increase release of antidiuretic hormone.  The s...More",,DDInter1828
3,Hypotension,"Dopamine agonists may impair the systemic regulation of blood pressure, with resultant orthostatic hypotension, especially during dose escalation.  Therapy with dopamine agonists should be monitored c...More",,DDInter1829
3,Psychotic Disorders,"Ordinarily, patients with major psychotic disorder should not be treated with dopaminergic antiparkinson agents, because of the risk of exacerbating psychosis.  Hallucinations and psychotic-like behav...More",,DDInter1829
2,Hallucinations,"Reversible hallucinations have occurred (usually within the first 2 weeks of therapy) in patients receiving tolcapone.  Confusion, occasional insomnia, and excessive dreaming commonly accompany the ha...More",,DDInter1829
2,Liver Diseases,"Transaminase (AST/ALT) levels >3 times (occasionally 8 times) the upper limits of normal have occurred in 1% to 3% of patients administered tolcapone, depending on the dosage.  Approximately 1/3 of th...More",,DDInter1829
2,Hypotension,"Tolcapone-enhanced bioavailability of levodopa can induce orthostatic hypotension and/or syncope.   Adjunct therapy with tolcapone should be administered cautiously in patients with, predisposed to, o...More",,DDInter1829
